"Review","Rating","Date","Author"
"â€œ
NatWest Bank is a shame. No matter if you go in a branch and want to see customer service face-to-face or if you want to speak to them on the phone. The majority of staff seem to be incompetent and they also have no customer service skills. Whenever I went to the branch (any branch in London), most of the time there is no receptionist at the desk. And branch managers seem the have the same incompetence just like normal staff members. If trying to speak to customer service on the phone, one has to wait a long time until somebody answers the phone. Just like the queue in the branches. And then you get an answer as if itâ€™s no answer. Avoid this bank if you can.
â€","1"," 2 years ago","Encila"
"â€œ
Great online banking service easy to use
â€","5"," 2 years ago","Simon Payne"
"â€œ
Absolutely useless service, second time weâ€™ve ever had to claim from them, canâ€™t get through on the telephone promised that we would hear within five days. Still not heard anything now 10 days. This is the most useless insurance company and a useless benefit. I will cancel this as soon as Iâ€™m able
â€","1"," 2 years ago","Stephen Slade"
"â€œ
The single worst online banking service bar none. Utter rubbish.
â€","1"," 2 years ago","Jamie"
"â€œ
Shocking! Online banking was disabled nearly week ago, Iâ€™ve called everyday, was told several times I would get a call back which never happened. It wasnâ€™t sorted. I was told in every call â€˜sorryâ€™ This wasnâ€™t good enough. I shouldnâ€™t have had to call every day. I told them I needed to login to make a payment, it still wasnâ€™t sorted. Very angry and upset about this.i had to say I couldnâ€™t make payment and Natwest are useless
â€","1"," 2 years ago","Anonymous"
"â€œ
On every visit a customer has to stand for an hour or more in the que.
The employee are very disrespectful, on tell the employee that I to work as a Admin Supervisor and we don't treat customers in this manner I was told that every company is different.
So does that mean that they will treat me disrespectful.
Very bad customer service, I very dispointed.
Waste of time money and my health a I have an injured leg and yet was kept today standing in your bank from 10:00am to 2:15pm.
â€","1"," 2 years ago","Merlyn Saviona Nogueira"
"â€œ
Created a appointment online to talk to someone in branch.
Walked in and was directed to the appropriate waiting area. The wait time was minimal.
The lady who I was meeting took me to a little room and had a lovely chat with me about all sorts of things. It was like being with a friend rather than being interrogated by the bank.
She helped me with what I had come in to do and wasnt too pushy about anything, offering me other bits and bobs along the way but only things that would benefit me.
While I was there she noticed my home insurance and did a quick quote to see if she could get it any lower for me and sorted out new life insurance, which I had been trying to sort myself but struggled.
She offered me drinks throughout and made me feel extremely welcome!
â€","5"," 2 years ago","Josiw"
"â€œ
I've banked with Natwest for 14 years.
I never really have to use online chat, or call. Today I did both, and what a shock I got.
I need to prove that I've paid a bill
(I have) so asked Natwest what the best way to do it was. I was looking at my statement while I was talking to both. Neither representatives appeared to see what I was seeing.
If I could see that the item had be paid, why couldn't the representatives??
They've also got rid of the freephone number, and the chat operators need to be told the same query three times, in detail.
I still haven't had my query resolved.
The woman at telephone banking's shift must have been ending, as she cut me off when I asked to speak to a manager. 14 years a customer, and this is how you are treated.
Very disappointed.
â€","3"," 2 years ago","Linda Saunders"
"â€œ
They have closed my account with no explanation poor customer service call up to wrong information rude and up there own ass disgusting bank go with any other bank but not natwest
â€","1"," 2 years ago","Ali"
"â€œ
What a bunch of amateurs. I would not trust them with Monopoly Money. Customer Service is appalling. No access to return calls to branches even when its time critical.
To the lady who said I can send them an email is like a the 999 service saying I will email the paramedics during a heart attack.
The centralizing cost saving bankers that run this shambolisation should be shot rather than tucking into another 10 million bonus.
Try answering your phone, providing a service and actually recognize your customers.
A slightly disgruntled customer that now has to wait an entire weekend to wait for a call from your staff
â€","1"," 2 years ago","Chris Law"
"â€œ
I would absolutely not rate Natwest any stars. Seriously who employs the customer service team and what criteria is needed to work in their customer service? My 3 year old son has more common sense and logic than these people. They all are extremely rude and ignorant! None of them understand what customer service is and they have no clue what their product is nor the knowledge to be able to communicate with customers and resolve any issues or answer a basic question. It is absurd! Throughout stressful times related to money matters you need a good customer service team who try to understand the situation and resolve the matter best they can. What you do get, is a rude, abrupt agent on the phone with no knowledge of anything. They are quick to put the phone down on you, have to initiative to ask if they dont know and are simply just completely and utterly careless of the job. Why these people have a job when they clearly dont care for it is mistery.
I would not recommend this business to anyone. Try calling customer service, you will need to be able to speak in a aggressive manner for them to understand what you are trying to say. Complete idiots!
â€","1"," 2 years ago","Anonymous"
"â€œ
The bank failed to pay my mortgage. It is imperative to pay mortgage. All was needed was a pound. Natwest won't even take Complaint which is damn right wrong. Don't bank with them.
â€","1"," 2 years ago","JE"
"â€œ
Long queues
Bad management
â€","1"," 2 years ago","Anonymous"
"â€œ
Marsh road luton branch is literally the worse bank to use, queues are massive and service is so slow had to wait 40 mins to he seen and there was only 1 person in front of me
â€","1"," 2 years ago","Abdul Hamid"
"â€œ
Absolute joke of company, highly irritating experience. Seriously looking at other options for personal banking. Iâ€™ve never had any problems with Lloyds bank in this way.
Having taken a third party mandate on my fathers account, after having traveled 150 miles to take my disabled father to his nearest branch to complete the required documents what ensued was a domino effect of problems which prevented us from carrying out the simplest of tasks, such as transferring money....
Days elapsed where deposits of cash â€˜vanishedâ€™; and nobody could explain why!
I eventually had no choice but to travel back to his location and take him, yet again to â€˜authoriseâ€™ the transfers. They even had the cheek to ask what the money was for? Is this not a breech of privacy and just dam right rude?
It literally took weeks to resolve the issues concerning the whereabouts of cash transfers and to resolve these blocks sanctioned on the account. It was a case of back and forth, pillar to post. None of the NatWest colleagues seem to know what was going on.
The icing on the cake moment, NatWest failed to send out a replacement debit card before the expiry date; is this not their responsibility by default?
The repercussion of that being a cancelled online food order which meant he had nobody to turn to and I had been powerless to rectify the problem. So he has to cope without the food for a few days until the next available delivery slot. Luckily I was able to use the secondary card which I have in my procession to set up the payment.
I am so disappointed and have reached the point where I have absolutely no trust in this bank what so ever.
â€","1"," 2 years ago","Anonymous"
"â€œ
Absolutley disgusted with the subpar level of service as a business and personal banker of over 30 years with this org.
To hear someone will notify you in due course doesn't fill me with any confidence.
Never again.
â€","1"," 2 years ago","Dipak"
"â€œ
Horrible and rude customer service.
On hold for 20 minutes calling from Australia. Needed to speak to Natwest to have my credit card unblocked, despite me telling then that I would be travelling to Australia.
After finally being connected they tell me their systems are undergoing planned maintenance - why on earth couldn't they say that at the beginning of the phone call.
The rude phone call operator hung up on me when I asked him why I had to be on hold for 20 minutes before they could inform me that they wouldn't be able to access any if my account details to help me.
This is just the latest of my many problems with Natwest, although I think this is the final straw and I'm going to go back to Lloyd's Bank as soon as I can.
â€","1"," 2 years ago","Anonymous"
"â€œ
Absolutely disgusting company! I am the victim of fraud and Nat West have breached every FDA rule I can think of!
They allowed a fraudster to open an account at my address and send the card to a random address which is now linked to my credit file and they (NatWest) has the audacity to write to me 3 weeks later telling me the case has been resolved and that they believe the account is genuine, despite sending me this letter to my current address not the frausters, that they sent the card to.
I canâ€™t pass security as I donâ€™t have the debit card, sort code or account number and why would I? tâ€™They havenâ€™t sent this to my address!! Which means in turn I canâ€™t posibly identify myself and I can only summarise from their pathetic reply that the fraudulent account is still active and the fraudsters are racking up a bill under my name!
I have rang and get diverted to many different advisors that are absolutely clueless, they have no policies in place, they wonâ€™t share their policies to show me how someone has opened an account in my name and how they possibly could have sent the card to a different address???
I have never ever dealt with such incompetence from a company that should is financially regulated, is an authority that has a duty of care to the public and should be highly regulated!
These are basic financial laws that Natwest are braking! You (the organisation) can only send something to the address it was credit checked! If this was the case it should have been sent to me and I would have called 10 months ago! but no I find out by chance via my own credit file that I am the victim of fraud!!
My next step is to request all information they have on the fake me under GDRP! As they wonâ€™t tell me their processes and policies but hopefully this way I will find out what ID these fraudster used!!
I have in addition and because of NatWest raised a crime with action fraud to be told that identify theft is not a crime!! WHAT!! Only NatWest can raise this and apparently they think the account is genuine???
- Having the fraudulent address on my credit file I rang the police surprise surprise not interested!
- Paid for a CIFA alert on all my credit file which apparent protects me against future fraud, yet NatWest donâ€™t even think this is fraudulent! How am I the victim supposed to understand that comment!!
- Paid for my credit files with all 3 major companies
- Now paying Â£15 month with Experian to immediately alert me of any activity on my account
Yet none of this is sufficient for NatWest!!!
-Raised a complaint with the financial ombudsman 3 weeks ago and yet to hear anything back? I will be following it up tomorrow.!!
Tell me what is the point in the law if it allows for the banks to screw the honest! Take no responsibility or accountability and penalise the innocent and honest ones.
I am going to ensure NAtWest is held accountable and will do everything humanly possible to fight this and ensure everyone is made aware that this is a dishonest, incompetent bank that should have no place in the UK! Itâ€™s about time the regulators did something about this shambolic company!!!
Not even a customer and I would never ever ever recommend anyone to bank with these Charlatons!!!!!!
â€","1"," 2 years ago","Anonymous"
"â€œ
35 years with Natwest, what has happened to you?!
Terrible service and a lost customer.
â€","1"," 2 years ago","Martin Armour"
"â€œ
Been into Natwest in Whitehaven Cumbria was served by a fantastic member of the team didnt catch her name she was foreign . We were there for 3 hours because we were sorting out a number of things . She was lovely very efficient & explained every thing to us fabulous service !!! Sorea ??? Please send her our thanks well done Natwest !
â€","4"," 2 years ago","Karen Carty"
"â€œ
the online banking at NatWest is a joke never remembers my details so have to re-register then have to wait a week for an activation code that may or may not turn up, phone them up complete waste of time un helpful do not know what they are doing ,absolutely fed up with NatWest been with them for years without a problem but in the last couple of years have gone downhill dramatically, I would avoid at all costs kept on phone for ages then finally get through just to find out im in exactly the same position I started with no access to my money, NatWest think waiting a week for your money is totally acceptable ****heads.
â€","1"," 2 years ago","Matt"
"â€œ
Apart from the annoying but somewhat fair security procedures (blocking cards for high value transactions), not too bad of a bank although there are better.
The new online banking log in procedure that some moan about is out of the banks control. Educate yourself on new banking regulation to minimise fraud. These changes are across the industry so changing banks ainâ€™t gonna do much for you. Youâ€™ll most likely find yourself in a similar situation. Also keep your contact details up to date it ainâ€™t too much too ask for.
â€","4"," 2 years ago","Anonymous"
"â€œ
The new online lock in system is a complete pain in the arse. I have no Mobil phone reception here and have to use the bloody card reader to get into my accounts. They don't tell you what to do if you cannot get a security code via Mobile. I only have a basic Tesco mobile which I never use; and I certainly will not upgrade for these Idiots.; because I simply will change banks.They make it basically less secure to bank online sending codes over the phone. It was so much easier before.
What a bunch of complete Idiots. I will change banks. Awfull awfull service..
â€","1"," 2 years ago","Anonymous"
"â€œ
The bank closed my current account and cancelled my credit cards after 10 years with no explanation! Never been in arrears or overdrawn
They are without doubt the worse bank in the UK
The staff are rude full of themselves and unhelpful.
â€","1"," 2 years ago","Malc"
"â€œ
NatWest took it upon themselves to cancel my current card and send me a new one to my address while I was on holiday leave me stranded abroad with no cash and no way to access my money
â€","1"," 2 years ago","Clara"
"â€œ
Natwest has gone badly downhill. There is no staff in the branch, the queues are always so long you just give up waiting. The staff have no manners, they are irritable cocky bolshy and unhelpful. Frankly I have just had enough of this rubbish bank.
â€","1"," 2 years ago","Fed Up Customer Of 36 Years"
"â€œ
ONE STAR TOO MANY. Terrible experience over the past few years with real personal and business costs (to me). They first create problems AND then their staff seem to be authorised to trigger time consuming and seriously inconvenient security reviews at any hint of customer dissatisfaction. Been with them for 30 years but will leave asap because this Dinosaur is causing too much financial harm.
â€","1"," 2 years ago","Anonymous"
"â€œ
Natwest. Where do I start.!
They have just closed my joint account with zero notice and zero explanation. They hide behind a blanket that a decision has been made and cannot be reversed. No-one is prepared to enter a discussion. What business closes a customer account with zero communication, they would not deserve to be in business. The only reason I found out was because i tried to use my card in a store and it was declined, then yesterday, i spent nearly 3 hours on a holding pattern as I was passed from department to department.....and still no explanation. They finally said that a letter was sent yesterday (some 3 days after the account was closed), which would be the first official communication that the account was being closed. An account that has never been in arrears.
â€","1"," 2 years ago","Jeremy"
"â€œ
Banked with them for thirty plus years personal and over twenty five years business. They are a manipulative scheming untrustworthy dodgy set of individuals and as a corporate body they deliberately rip people off.
â€","1"," 2 years ago","Paul"
"â€œ
Absolutely appalling. Tried to open an account under their switch incentive. Multiple attenpts to upload passport and driving licence. Wasted visited to local branch including taking documents. Worst experience in 40 years of banking. No desire to rectify or acquire a new customer. Simply inept
â€","1"," 2 years ago","Kent"
"â€œ
Just unhelpful! Not there for you when you need them and some of the staff are rude and arrogant. Just because they work in a bank, it doesn't mean they rule their world. It's our money after all that they deal with. I'll be out of there asap
â€","1"," 2 years ago","Anonymous"
"â€œ
I was in london for a month and wanted to renew my cards and get the bank stuff sorter. One month later my cards are not with me and I am leaving the country until next time.
First they forgot to send me the cards, and then they send them to the branch and it took forever.
Getting an account in Barclays and switching to it. Really recommend everyone to avoid Natwest at all costs.
â€","1"," 2 years ago","Anonymous"
"â€œ
Hi same happened to me . I also want to do something with them.
â€","5"," 2 years ago","Raja"
"â€œ
I paid for a holiday with my credit card I was on holiday at the time! I pay my my credit in full when my statement comes in...However I received an e mail from nat west debt recovery dept saying I was Â£20 over my credit limit and to pay it immediately or I would incur charges! Is this the way they look after their customers.o rang them and paid it in full it wasn't even due.it was difficult as I was on holiday and costing me money to ring them...I will be closing my accounts with Nat West is this the way they treat loyal customers.Debt management recovery indeed. Dreadful service Nat West
â€","1"," 2 years ago","Mary Roughley"
"â€œ
To start with, I am not a frustrated customer, this one is just a review.
I think Natwest is a scam, they are holding the power and charging people for every little transaction they make, in another country below are the things you can do from a cash machine
1. You are on the way to the airport, you need urgent cash exchange. You should be able to do from a cash machine, since Natwest cash machines are dated back to 1991 it does not work for you.
2.Your children need urgent cash, they lost their wallet, you should be able to send money to their mobile phone with a pin number, Natwest does not offer this service either. There is a service called send money to mobile which natwest does not offer.
3.You should be able to draw money using your mobile phone( this has been introduced recently as a big news ) but guess what in most countries you can take your money with QR codes without needing of a bank card.
4.There should be a cardless menu in the cash machine where you can pay your bills, traffic fines and other payments using your id number which natwest does not offer either.
5. Again you should be able to pay in money from a cash machine or pay your bills, cash machine should give you the change ( either in coins or notes) which natwest does not offer either
6.You need to top up your phone, you should be able to do from a cash machine
7 .There are 10 -15 more services that I can t remember at the moment that Natwest does not offer that you should be able to do from the mobile phone application.
8.In a bank you should be seated and wait not stand in a queue as if 1900 communist country.
So Natwest service is, comparing to world standards, is a joke, but you have no other options to choose from so not sure what you can do about it. If Natwest offers any of these services they can't charge you for every little thing they do again this is bullying.
â€","1"," 2 years ago","Anonymous"
"â€œ
To start with, I am not a frustrated customer, this one is just a review.
I think Natwest is a scam, they are holding the power and charging people for every little transaction they make, in another country below are the things you can do from a cash machine
1. You are on the way to the airport, you need urgent cash exchange. You should be able to do from a cash machine, since Natwest cash machines are dated back to 1991 it does not work for you.
2.Your children need urgent cash, they lost their wallet, you should be able to send money to their mobile phone with a pin number, Natwest does not offer this service either. There is a service called send money to mobile which natwest does not offer.
3.You should be able to draw money using your mobile phone( this has been introduced recently as a big news ) but guess what in most countries you can take your money with QR codes without needing of a bank card.
4.There should be a cardless menu in the cash machine where you can pay your bills, traffic fines and other payments using your id number which natwest does not offer either.
5. Again you should be able to pay in money from a cash machine or pay your bills, cash machine should give you the change ( either in coins or notes) which natwest does not offer either
6.You need to top up your phone, you should be able to do from a cash machine
7 .There are 10 -15 more services that I can t remember at the moment that Natwest does not offer that you should be able to do from the mobile phone application.
8.In a bank you should be seated and wait not stand in a queue as if 1900 communist country.
So Natwest service is, comparing to world standards, is a joke, but you have no other options to choose from so not sure what you can do about it. If Natwest offers any of these services they can't charge you for every little thing they do again this is bullying.
â€","1"," 2 years ago","Lote"
"â€œ
I banked with natwest for over 14 years
I DO NOT RECOMMEND NATWEST as they will just close your account with all my money in and now I have no access to my own money
I'm left with nothing all weekend and no family to help out 4 KIDS TO LOOKAFTER
THANKS AGAIN NATWEST I want my money from my account
I am taking this to court
â€","1"," 2 years ago","Daniel Jones"
"â€œ
I witnessed sheer arrogance and aggressive rudeness from one of the female staff members towards a gentleman last week. He was trying to sort out a problem and from her tone and attitude it was clear she thought he was the problem. She told him that her colleague had already gone 'above and beyond ' to help him and he politely pointed out that he would have no way of knowing what was Nat west policy in terms of going above and beyond. The interchange carried on for a good 10 minutes and while I would rather not have been waiting in the queue I was more worried about the crass and unprofessional treatment of another customer.
â€","1"," 2 years ago","Anonymous"
"â€œ
Years of mistreatment and poor service, amazingly they've managed to get worse. So bad that after putting up with the pain I'm moving banks (35 years with NatWest not one positive memory of dealing with them)
â€","1"," 2 years ago","P Gavin"
"â€œ
Hi I have called the costumer service to renew my card
And I give them my address and I receive all litter in it I have been living in this address for more than one year and I have been waiting for more than 45 minute
And every one of the costumer services transfer me for another one
â€","1"," 2 years ago","Mahmoud Dawood"
"â€œ
Went to the branch today. Asked to wait just to transfer money to other account. Waited for 30 mins so I approached a staff for an update, asked me to open my app while standing in the corridor and so I asked if we can sit down to one side rather than standing in the middle of the corridor but at the end she canâ€™t help me and asked to wait for my turn to be called. So I have to continue waiting
â€","1"," 2 years ago","Anonymous"
"â€œ
Worst in branch customer service I have had. Lack of care, interest, kindness. It takes nothing to be a little kind and caring.
Nat West is not an online bank and has many branches but I never want to go to a Nat West brand again.
â€","1"," 2 years ago","Y"
"â€œ
Worst high street bank. Avoid. Long queues, really unhelpful attitude.
Change banks is my strong advice.
â€","1"," 2 years ago","Anonymous"
"â€œ
The worst high street bank there is, long queues, unhelpful and rude.
â€","1"," 2 years ago","Anonymous"
"â€œ
No local branch phone number, they do not take appointments.
Online Nat West bereavement phone service will cause more deaths due to fatigue waiting for a Moron to answer who does not know anything and can do nothing.
The 1 star rating is way to high.
Below Zero confidence in Nat West now and will be closing down accounts.
â€","1"," 2 years ago","Yourcallisimportanttouspleaseholdforatleast1hour"
"â€œ
When I phone 5 times and the idiots still cannot get it right
â€","1"," 2 years ago","Jack Robinson"
"â€œ
I am sorry to hear that you are unhappy with our service. We have recorded your complaint and our investigations are on going. We may need to contact you to make sure we have a thorough understanding of what has happened (this may be from a withheld number). We will be in touch with you within the next four weeks to update you on the progress we have made if we have not been able to resolve your complaint.
So that you know how we handle complaints, we have attached a link to the explanatory leaflet. Within this leaflet you will see that if we are unable to reach agreement with you within eight weeks, you will have the right to approach the Financial Ombudsman Service. We hope to have provided you with a full response before then and if this isn't possible for any reason, we will write to you to explain why.
If you have anything further you would like to add to your complaint, please email us at customer.relations@natwest.com
Alternatively you can call me or a member of my team on 0800 056 3574. We're here from 9am to 5pm Monday to Friday. Calls may be recorded.
Yours sincerely
Customer Service Team
â€","1"," 2 years ago","Reply Within 4 Weeks !!! So You Can Contact Natwest Less Than 12 Time A Year !!"
"â€œ
Tried online but found the website absolute rubbish gave up after an hour and half will go to branch
â€","1"," 2 years ago","Roger Jones"
"â€œ
Ever since NatWest decided to change the payment methods (weekend payments and bank holiday payments)
I get paid every Friday by bacs my employer also banks with NatWest I have to wait until the Tuesday after the easter bank holiday to receive my wages I think that is absolutely ridiculous
â€","2"," 2 years ago","Steve"
"â€œ
THE MOST STUPIDEST BANK AND EVIL BANK IN THE WORLD.AVOID AT ALL COST..BOYCOT NATWEST AND RBS ..PEOPLE ARE UNFRIENDLY AND EVIL..ITS A CORUPT BANK AND I WILL TAKE MY MONEY ELSE WHERE..VERY EVIL BANK STAY AWAYY
â€","1"," 2 years ago","ANDREW"
"â€œ
RUBBISH BANK AVOID
â€","1"," 2 years ago","AQ Rafique"
"â€œ
Long queue and only 1 teller. Had to wait ages to be served. Will be considering changing banks soon as it appears that things are not going to change.
â€","1"," 2 years ago","Anonymous"
"â€œ
After a human error at a local branch I called the business banking telephone number to try to correct the issue, I was told that the branch would call within 30 mins and 3 hours, in the end I went to the branch a 25 mile round trip. Okay so the branch made an error but the point is that the staff somewhere in Merseyside i believe, were so rude, obstructive and all I could hear was huffing on the line. When this was commented on the obnoxious woman said I'm ending this conversation and click!.
A great way to treat a customer of over 30 years!
â€","1"," 2 years ago","Martin Eaglen"
"â€œ
Holloway branch my local for all my life. Thanks to Zak and Francis for doing everything and spending thier time for resolving my financial issues which were causing stress. Love Natwest. Best bank in UK IF not entire world. Wouldn't change it even if I was offered money. JJ
â€","5"," 2 years ago","Jamie JAHANGIR"
"â€œ
Lee TREAGUS at the Hereford branch is the biggest bullshitter of all time. The LIES to get me to open an account.
1. WE Will help you transfer your account , money and direct debits to us
LIES LIES LIES !!!
2. WE Will close your account for you with your old bank. You need not do anything and it will cost nothing. >>> More LIES LIES LIES !
3. WE will reward you with Â£150 for opening with us. >>> EVEN MORE LIES LIES LIES. The guy must be an ex politician.
DO NOT BE TAKEN IN BY THIS IDIOTS FAKE SALES PATTER. ONCE he has you sign an Account he will tell you to peace off and SORRY I CANNOT HELP YOU WITH SOD ALL. HE has had his new customer CPMMISSIONand noe does not five a sod about customers. His title is SPELT WRONG. It say Senior Personal Banker but there is a letter wrong in the word Banker. This sums him up to a T. STAY CLEAR OF NAT WEST . OPEN AN ACCPUNT WITH AN HONEST HELPFUL BANK.
â€","1"," 2 years ago","Anonymous"
"â€œ
I've banked with Natwest for over 20 years and had no problems with them. I've had hassle trying to set up a new payee on my account as this must be done using a key card, all of which have never worked, meaning this must be done over the phone or in branch. Other than this they've treated me pretty well. I've also banked with Barclays who regularly tried to defraud my account! Thankfully have now cut all ties to Barclays and will stay with Natwest.
â€","3"," 2 years ago","Sam"
"â€œ
They are helpul
â€","5"," 2 years ago","Leigh Elston"
"â€œ
Cambridge store staff are extremely unhelpful and unfriendly. Awful customer service
â€","1"," 2 years ago","Anonymous"
"â€œ
NatWest is awful! It is seriously the worst bank Iâ€™ve come across to date. I only switched to them in January due to their Â£150 monetary offer.
So far as Iâ€™ve spoken to telephone banking Iâ€™ve been in tears twice due to not being able to pay a bill due to their stupid Â£500 daily limit. I have asked for them to remove the restrictions as I am the customer and it is my money. They told me to go to the bank as I didnâ€™t have 3rd tier security on my account which you get when you log on with a card reader !
So why didnâ€™t you send me a card reader when I opened the account. I got no answer and now wait for it same problem ! Itâ€™s 3 weeks on and itâ€™s still not arrived!
Customer service is so poor itâ€™s shocking. You end up in a passive aggressive conversation within a telephone handler saying she will hang up the phone on you. Seriously NatWest need to insure they train people more effectively because I donâ€™t think they know what they are doing. In my 2 separate conversations with NatWest Iâ€™ll only say I spoke to one manager who Iâ€™ve been happy with as he empathised with my issue instead of the typical your fault sort it.
Also do not switch! It turns out they only pay the incentive in April and my assumption is that this is to ensure their figures are through to show their customer count. I applaud them for the rouse as I canâ€™t remeber if that was in the terms I read. I will be leaving NatWest for another bank this time
Iâ€™ll ensure I read reviews and I think NatWest should ask other banks how they can improve as this will not keep customers
â€","1"," 2 years ago","G"
"â€œ
Bad service. lost files. Rudeness. Unhelpful. And downright aggressiveness.. I was treated badly by a gareth in complaints its no use complaining about the bad service they just fob you off and refuse to help.. they took all my sisters benefit money in bank charges.. she has mental health issues..
â€","1"," 2 years ago","Mrs Elizabeth Lowes"
"â€œ
As a customer of over 20 years, never has Natwest been such a shambles. Whether they've had a new strategy in the past 2 years or something, I don't know, but if they have, it's likely titled let's see how annoyed we can make our customers. The strategy is working.
Get rid of Saturday banking, so now customers have no idea how much they have in their accounts, whilst simultaneously direct customers to the pending area in the app that holds some pending transactions, but not all ( hence no idea how much money is in the bank).
Complaints department doesn't open until 7am?! Why? I say how rubbish Natwest is, you record it and ignore it. Easy.
From September I can't even call anyone to discuss how rubbish they are. That's what I call fixing the problem. I envisage the natwest board members sweeping their bad stuff under the bed, sticking their fingers in their ears and going tralalala.
Two decades a customer natwest, there won't be a third.
â€","1"," 2 years ago","Dunc"
"â€œ
After waiting a week for a call back just to arrange a call about my mortgage and then losing over an hour of my life discussing my mortgage, I find that they don't offer their competitive rates to existing customers, just the new shiny ones. I'll be off to find a bank that will value my custom.
â€","1"," 2 years ago","K"
"â€œ
Went to NatWest in Folkestone today terrible service one lady at the desk called Kim very very slow 2 customer walked out also talks to much rubbish to customers who are not interested then she started to keep talking about bank accounts to my daughter who told her she didnâ€™t have time as had to go to work but Kim still tryed to carry on while customers were waiting very terrible service to much chat not enough work I would never ever bank with natwaest bad customer service and very very slow sort yourselfs out before you lose customers
â€","1"," 2 years ago","Anonymous"
"â€œ
NatWest accepted my account opening, a week later they told me that ACTUALLY they rejected it so they would close it. So they kept my money (Â£1500). I had to go to a branch and waste time to get my money back only that they kept some of it for service charges for that week of account.
Do they do this with every customer? Sounds like a scam.
Never again NatWest.
â€","1"," 2 years ago","Anonymous"
"â€œ
Utterly disgusting.
Twice I had to book appointment
and on both occassions was not seen.
Banks fault
1. Bank did not advice me a certain timescale of documents was required
2. Bank booked appointment with a customer advisor who was working at a branch elsewhere not to the one I had specifically requested.
I was appaled at the lack of customer service by Natwest.
On the second appointment due to lack of capacity within the branch I was not seen.
I stressed this was second time booked I urgently needed to open an account and had also come during my break I should be prioritised
But no just a little show of sorry.
â€","1"," 2 years ago","Sheila"
"â€œ
I think its absolutely disgusting that my son incorrectly transferred money to a pay your contact number and natwest have said they wont be giving it back. What sort of banking is this.
â€","1"," 2 years ago","Belinda Smith"
"â€œ
Very rude hanging up the phone on me. Because of NatWest bank my credit score dropped by 225 point itâ€™s gone from good to very poor I wouldnâ€™t recommend to anyone donâ€™t go with NatWest. Money missing from my account for no reason, and no one can explain anything.
â€","1"," 2 years ago","Bob Brown"
"â€œ
I donâ€™t recommend NatWest bank very rude high charges
â€","1"," 2 years ago","Bob"
"â€œ
We wanted to open a business account. We are a Turkish company and UK Government accepted our business plan after 3 months review... wE ARE IN UK now.. The girl on the phone asked us too much for the reason why we are in UK. IT IS NONE OF YOUR BUSINESS why we come to UK and why we are doing our business in UK instead of Turkey or in USA.. We tried to tell about our business patiently but the officer has stolen our 1 hour. she could even can't get anything about our business type althoug she saw our website and products.. They are not spaceships... even 10 years kid would understood what we do... AFTER ALL IT SOUNDED LIKE RACISM!!! WHO ARE YOU? Your branch is just 1 min walk to my home unfortunately... i have to see your branch every single day!
â€","1"," 2 years ago","Anonymous"
"â€œ
I have banked with newest for nearly 40years. They have closed three small banks near us and now we have to go into the city centre to pay cheques in.
Considering NatWest are one of the biggest banks why can you not take a copy of a cheque and pay it in using your mobile app...other banks can. Man up NatWest and grab the bull by the horns and get into this generation.
â€","2"," 2 years ago","David"
"â€œ
disgusting how terrible they treat customers.
Unwilling to help
Close my account down for no reason and told to wait 5-7 working days for a letter confirming how I can get my money from them
Worst bank on the planet by far
â€","1"," 2 years ago","Anonymous"
"â€œ
What an awful awful awful customer service! Every time I ring them, I end up spending up to 60 minutes on the phone in endless limbo, getting directed and redirected, speaking with an endless number of people, and still not getting anywhere. The staff keep giving me contradictory directions, keep directing me to the wrong teams and no-one was being able to solve the simple task I called about!
I donâ€™t think itâ€™s the staff per se, itâ€™s the whole system thatâ€™s not designed to give you a smooth customer experience.
Weâ€™ve been with the bank for quite a while, and itâ€™s always been this bad. As a company we donâ€™t think we can afford wasting our precious time this way any more - we are taking my business elsewhere.
â€","1"," 2 years ago","Natasba"
"â€œ
Wonderful customer service, so friendly and helpful and easily resolved my issue. Thank you, I think your name was Andrea!
â€","5"," 3 years ago","M Leith"
"â€œ
Thankfully I have never had to deal with such awful customer service before. As soon as I possibly can, I will be going else where. It appears I'm not the only person who has had countless issues with them either. Trust Pilot has given them a 1* as well. In my personal experience they have absolutely no compassion what so ever, and are incredibly unhelpful when trying to explain a situation to them. The standard response is, terms and conditions, what do you want us to do about it? You try to explain that your circumstances have changed and you want to ensure you pay them back what you owe them, they fob you off.
â€","1"," 3 years ago","Niamh O'Loughlin"
"â€œ
The worst customer services.
I just wanted to speak with the fraud department, they keep me 56 minutes on the phone and finally I couldnâ€™t speak with this department. Poor customer services and definitely NatWest is unsafe bank account in the UK.
â€","1"," 3 years ago","Bahman"
"â€œ
Customer service esp management what is customer care !! They wonâ€™t accept personal cheques over the counter financial authority and BBtv watchdog have Been informed and my local newspaper a day I walked in with one chq to put into my account not allowed and today a elderly chap tried to use the machine as they would not accept a 80 year old mans chq over the counter so the guy spent 10 mins working it all out . Close this branch down or sack management looking into starting a petition when I spoke to Nat eat head office on 3 occasions they where not aware of this the area manager is what she doing about it nothing
â€","1"," 3 years ago","Anonymous"
